time,vibration_magnitude
2023-03-18 20:10:00+00:00,0.004123106
2023-03-18 20:20:00+00:00,0.004123106
2023-03-18 20:30:00+00:00,0.004123106
2023-03-18 20:40:00+00:00,0.004123106
2023-03-18 20:50:00+00:00,0.004123106
2023-03-18 21:00:00+00:00,0.004123106
2023-03-18 21:10:00+00:00,0.004123106
2023-03-18 21:20:00+00:00,0.004123106
2023-03-18 21:30:00+00:00,0.004123106
2023-03-18 21:40:00+00:00,0.004123106
2023-03-18 21:50:00+00:00,0.004123106
2023-03-18 22:00:00+00:00,0.004123106
2023-03-18 22:10:00+00:00,0.004123106
2023-03-18 22:20:00+00:00,0.004123106
2023-03-18 22:30:00+00:00,0.004123106
2023-03-18 22:40:00+00:00,0.004123106
2023-03-18 22:50:00+00:00,0.004123106
2023-03-18 23:00:00+00:00,0.004123106
2023-03-18 23:10:00+00:00,0.004123106
2023-03-18 23:20:00+00:00,0.004123106
2023-03-18 23:30:00+00:00,0.004123106
2023-03-18 23:40:00+00:00,0.004123106
2023-03-18 23:50:00+00:00,0.004123106
2023-03-19 00:00:00+00:00,0.004123106
2023-03-19 00:10:00+00:00,0.004123106
2023-03-19 00:20:00+00:00,0.004123106
2023-03-19 00:30:00+00:00,0.004123106
2023-03-19 00:40:00+00:00,0.004123106
2023-03-19 00:50:00+00:00,0.004123106
2023-03-19 01:00:00+00:00,0.004123106
2023-03-19 01:10:00+00:00,0.004123106
2023-03-19 01:20:00+00:00,0.004123106
2023-03-19 01:30:00+00:00,0.004123106
2023-03-19 01:40:00+00:00,0.004123106
2023-03-19 01:50:00+00:00,0.004123106
2023-03-19 02:00:00+00:00,0.004123106
2023-03-19 02:10:00+00:00,0.004123106
2023-03-19 02:20:00+00:00,0.004123106
2023-03-19 02:30:00+00:00,0.004123106
2023-03-19 02:40:00+00:00,0.004123106
2023-03-19 02:50:00+00:00,0.004123106
2023-03-19 03:00:00+00:00,0.004123106
2023-03-19 03:10:00+00:00,0.004123106
2023-03-19 03:20:00+00:00,0.004123106
2023-03-19 03:30:00+00:00,0.004123106
2023-03-19 03:40:00+00:00,0.004123106
2023-03-19 03:50:00+00:00,0.004123106
2023-03-19 04:00:00+00:00,0.004123106
2023-03-19 04:10:00+00:00,0.004123106
2023-03-19 04:20:00+00:00,0.004123106
2023-03-19 04:30:00+00:00,0.004123106
2023-03-19 04:40:00+00:00,0.004123106
2023-03-19 04:50:00+00:00,0.004123106
2023-03-19 05:00:00+00:00,0.004123106
2023-03-19 05:10:00+00:00,0.004123106
2023-03-19 05:20:00+00:00,0.004123106
2023-03-19 05:30:00+00:00,0.004123106
2023-03-19 05:40:00+00:00,0.349679139
2023-03-19 05:50:00+00:00,0.436221274
2023-03-19 06:00:00+00:00,0.480080202
2023-03-19 06:10:00+00:00,0.471460497
2023-03-19 06:20:00+00:00,0.436193191
2023-03-19 06:30:00+00:00,0.438923684
2023-03-19 06:40:00+00:00,0.436590197
2023-03-19 06:50:00+00:00,0.433723991
2023-03-19 07:00:00+00:00,0.435708044
2023-03-19 07:10:00+00:00,0.440328287
2023-03-19 07:20:00+00:00,0.42862017
2023-03-19 07:30:00+00:00,0.426792104
2023-03-19 07:40:00+00:00,0.43119949
2023-03-19 07:50:00+00:00,0.432774768
2023-03-19 08:00:00+00:00,0.424571549
2023-03-19 08:10:00+00:00,0.422727454
2023-03-19 08:20:00+00:00,0.427169755
2023-03-19 08:30:00+00:00,0.425042351
2023-03-19 08:40:00+00:00,0.425682981
2023-03-19 08:50:00+00:00,0.422664761
2023-03-19 09:00:00+00:00,0.422950943
2023-03-19 09:10:00+00:00,0.422705571
2023-03-19 09:20:00+00:00,0.417187308
2023-03-19 09:30:00+00:00,0.420414082
2023-03-19 09:40:00+00:00,0.087418534
2023-03-19 09:50:00+00:00,0.078644771
2023-03-19 10:00:00+00:00,0.08336666
2023-03-19 10:10:00+00:00,0.076713754
2023-03-19 10:20:00+00:00,0.084764379
2023-03-19 10:30:00+00:00,0.085060273
2023-03-19 10:40:00+00:00,0.085337565
2023-03-19 10:50:00+00:00,0.087282587
2023-03-19 11:00:00+00:00,0.08432971
2023-03-19 11:10:00+00:00,0.077672389
2023-03-19 11:20:00+00:00,0.086310486
2023-03-19 11:30:00+00:00,0.08473193
2023-03-19 11:40:00+00:00,0.09366029
2023-03-19 11:50:00+00:00,0.08041766
2023-03-19 12:00:00+00:00,0.091231848
2023-03-19 12:10:00+00:00,0.083985118
2023-03-19 12:20:00+00:00,0.090733125
2023-03-19 12:30:00+00:00,0.083815273
2023-03-19 12:40:00+00:00,0.084557673
2023-03-19 12:50:00+00:00,0.085076436
2023-03-19 13:00:00+00:00,0.080207543
2023-03-19 13:10:00+00:00,0.081621076
2023-03-19 13:20:00+00:00,0.083815273
2023-03-19 13:30:00+00:00,0.081939002
2023-03-19 13:40:00+00:00,0.082474238
2023-03-19 13:50:00+00:00,0.080706258
2023-03-19 14:00:00+00:00,0.084150163
2023-03-19 14:10:00+00:00,0.078740079
2023-03-19 14:20:00+00:00,0.082439372
2023-03-19 14:30:00+00:00,0.083815273
2023-03-19 14:40:00+00:00,0.418573769
2023-03-19 14:50:00+00:00,0.420800428
2023-03-19 15:00:00+00:00,0.418158463
2023-03-19 15:10:00+00:00,0.385155164
2023-03-19 15:20:00+00:00,0.399916866
2023-03-19 15:30:00+00:00,0.411564394
2023-03-19 15:40:00+00:00,0.417602682
2023-03-19 15:50:00+00:00,0.413370899
2023-03-19 16:00:00+00:00,0.41350786
2023-03-19 16:10:00+00:00,0.418610798
2023-03-19 16:20:00+00:00,0.418190746
2023-03-19 16:30:00+00:00,0.410192028
2023-03-19 16:40:00+00:00,0.411564697
2023-03-19 16:50:00+00:00,0.402189321
2023-03-19 17:00:00+00:00,0.401649723
2023-03-19 17:10:00+00:00,0.398613221
2023-03-19 17:20:00+00:00,0.402732542
2023-03-19 17:30:00+00:00,0.415205371
2023-03-19 17:40:00+00:00,0.412758404
2023-03-19 17:50:00+00:00,0.410933085
2023-03-19 18:00:00+00:00,0.412237795
2023-03-19 18:10:00+00:00,0.412540907
2023-03-19 18:20:00+00:00,0.412590899
2023-03-19 18:30:00+00:00,0.41007164
2023-03-19 18:40:00+00:00,0.004123106
2023-03-19 18:50:00+00:00,0.004123106
2023-03-19 19:00:00+00:00,0.004123106
2023-03-19 19:10:00+00:00,0.004123106
2023-03-19 19:20:00+00:00,0.004123106
2023-03-19 19:30:00+00:00,0.004123106
2023-03-19 19:40:00+00:00,0.004123106
2023-03-19 19:50:00+00:00,0.004123106
2023-03-19 20:00:00+00:00,0.004123106
2023-03-19 20:10:00+00:00,0.004123106
2023-03-19 20:20:00+00:00,0.004123106
2023-03-19 20:30:00+00:00,0.004123106
2023-03-19 20:40:00+00:00,0.004123106
2023-03-19 20:50:00+00:00,0.004123106
2023-03-19 21:00:00+00:00,0.004123106
2023-03-19 21:10:00+00:00,0.004123106
2023-03-19 21:20:00+00:00,0.004123106
2023-03-19 21:30:00+00:00,0.004123106
2023-03-19 21:40:00+00:00,0.004123106
2023-03-19 21:50:00+00:00,0.004123106
2023-03-19 22:00:00+00:00,0.004123106
2023-03-19 22:10:00+00:00,0.004123106
2023-03-19 22:20:00+00:00,0.004123106
2023-03-19 22:30:00+00:00,0.004123106
2023-03-19 22:40:00+00:00,0.004123106
2023-03-19 22:50:00+00:00,0.004123106
2023-03-19 23:00:00+00:00,0.004123106
2023-03-19 23:10:00+00:00,0.004123106
2023-03-19 23:20:00+00:00,0.004123106
2023-03-19 23:30:00+00:00,0.004123106
2023-03-19 23:40:00+00:00,0.004123106
2023-03-19 23:50:00+00:00,0.004123106
2023-03-20 00:00:00+00:00,0.004123106
2023-03-20 00:10:00+00:00,0.004123106
2023-03-20 00:20:00+00:00,0.004123106
2023-03-20 00:30:00+00:00,0.004123106
2023-03-20 00:40:00+00:00,0.004123106
2023-03-20 00:50:00+00:00,0.004123106
2023-03-20 01:00:00+00:00,0.004123106
2023-03-20 01:10:00+00:00,0.004123106
2023-03-20 01:20:00+00:00,0.004123106
2023-03-20 01:30:00+00:00,0.004123106
2023-03-20 01:40:00+00:00,0.004123106
2023-03-20 01:50:00+00:00,0.004123106
2023-03-20 02:00:00+00:00,0.004123106
2023-03-20 02:10:00+00:00,0.004123106
2023-03-20 02:20:00+00:00,0.004123106
2023-03-20 02:30:00+00:00,0.004123106
2023-03-20 02:40:00+00:00,0.004123106
2023-03-20 02:50:00+00:00,0.004123106
2023-03-20 03:00:00+00:00,0.004123106
2023-03-20 03:10:00+00:00,0.004123106
2023-03-20 03:20:00+00:00,0.004123106
2023-03-20 03:30:00+00:00,0.004123106
2023-03-20 03:40:00+00:00,0.004123106
2023-03-20 03:50:00+00:00,0.004123106
2023-03-20 04:00:00+00:00,0.004123106
2023-03-20 04:10:00+00:00,0.004123106
2023-03-20 04:20:00+00:00,0.004123106
2023-03-20 04:30:00+00:00,0.004123106
2023-03-20 04:40:00+00:00,0.004123106
2023-03-20 04:50:00+00:00,0.004123106
2023-03-20 05:00:00+00:00,0.004123106
2023-03-20 05:10:00+00:00,0.004123106
2023-03-20 05:20:00+00:00,0.004123106
2023-03-20 05:30:00+00:00,0.004123106
2023-03-20 05:40:00+00:00,0.165453166
2023-03-20 05:50:00+00:00,0.437100675
2023-03-20 06:00:00+00:00,0.478862454
2023-03-20 06:10:00+00:00,0.480027603
2023-03-20 06:20:00+00:00,0.44041032
2023-03-20 06:30:00+00:00,0.43791095
2023-03-20 06:40:00+00:00,0.438698644
2023-03-20 06:50:00+00:00,0.429570425
2023-03-20 07:00:00+00:00,0.428335733
2023-03-20 07:10:00+00:00,0.426710968
2023-03-20 07:20:00+00:00,0.425688854
2023-03-20 07:30:00+00:00,0.428080016
2023-03-20 07:40:00+00:00,0.428501459
2023-03-20 07:50:00+00:00,0.425849152
2023-03-20 08:00:00+00:00,0.427455553
2023-03-20 08:10:00+00:00,0.422512426
2023-03-20 08:20:00+00:00,0.418245741
2023-03-20 08:30:00+00:00,0.413972221
2023-03-20 08:40:00+00:00,0.415617913
2023-03-20 08:50:00+00:00,0.422484911
2023-03-20 09:00:00+00:00,0.419921719
2023-03-20 09:10:00+00:00,0.424855858
2023-03-20 09:20:00+00:00,0.423232796
2023-03-20 09:30:00+00:00,0.421370087
2023-03-20 09:40:00+00:00,0.089788641
2023-03-20 09:50:00+00:00,0.081665476
2023-03-20 10:00:00+00:00,0.080151419
2023-03-20 10:10:00+00:00,0.082957821
2023-03-20 10:20:00+00:00,0.084495562
2023-03-20 10:30:00+00:00,0.0854415
2023-03-20 10:40:00+00:00,0.081523003
2023-03-20 10:50:00+00:00,0.085287748
2023-03-20 11:00:00+00:00,0.081621076
2023-03-20 11:10:00+00:00,0.087758191
2023-03-20 11:20:00+00:00,0.086815897
2023-03-20 11:30:00+00:00,0.087286883
2023-03-20 11:40:00+00:00,0.086082809
2023-03-20 11:50:00+00:00,0.086759726
2023-03-20 12:00:00+00:00,0.086458082
2023-03-20 12:10:00+00:00,0.084350459
2023-03-20 12:20:00+00:00,0.080898084
2023-03-20 12:30:00+00:00,0.079686887
2023-03-20 12:40:00+00:00,0.08551608
2023-03-20 12:50:00+00:00,0.083492515
2023-03-20 13:00:00+00:00,0.080255841
2023-03-20 13:10:00+00:00,0.074551995
2023-03-20 13:20:00+00:00,0.082707315
2023-03-20 13:30:00+00:00,0.081562859
2023-03-20 13:40:00+00:00,0.085381497
2023-03-20 13:50:00+00:00,0.08041766
2023-03-20 14:00:00+00:00,0.084439327
2023-03-20 14:10:00+00:00,0.079479557
2023-03-20 14:20:00+00:00,0.081060163
2023-03-20 14:30:00+00:00,0.081498466
2023-03-20 14:40:00+00:00,0.422761458
2023-03-20 14:50:00+00:00,0.421284346
2023-03-20 15:00:00+00:00,0.430317615
2023-03-20 15:10:00+00:00,0.396264432
2023-03-20 15:20:00+00:00,0.411390933
2023-03-20 15:30:00+00:00,0.414222766
2023-03-20 15:40:00+00:00,0.420783792
2023-03-20 15:50:00+00:00,0.41259817
2023-03-20 16:00:00+00:00,0.416294968
2023-03-20 16:10:00+00:00,0.415959734
2023-03-20 16:20:00+00:00,0.414596189
2023-03-20 16:30:00+00:00,0.416779318
2023-03-20 16:40:00+00:00,0.412492727
2023-03-20 16:50:00+00:00,0.409673651
2023-03-20 17:00:00+00:00,0.415418765
2023-03-20 17:10:00+00:00,0.415239991
2023-03-20 17:20:00+00:00,0.415115647
2023-03-20 17:30:00+00:00,0.406993243
2023-03-20 17:40:00+00:00,0.406075116
2023-03-20 17:50:00+00:00,0.410485383
2023-03-20 18:00:00+00:00,0.411949329
2023-03-20 18:10:00+00:00,0.409267944
2023-03-20 18:20:00+00:00,0.405702169
2023-03-20 18:30:00+00:00,0.4099564
2023-03-20 18:40:00+00:00,0.004123106
2023-03-20 18:50:00+00:00,0.004123106
2023-03-20 19:00:00+00:00,0.004123106
2023-03-20 19:10:00+00:00,0.004123106
2023-03-20 19:20:00+00:00,0.004123106
2023-03-20 19:30:00+00:00,0.004123106
2023-03-20 19:40:00+00:00,0.004123106
2023-03-20 19:50:00+00:00,0.004123106
2023-03-20 20:00:00+00:00,0.004123106
2023-03-20 20:10:00+00:00,0.004123106
2023-03-20 20:20:00+00:00,0.004123106
2023-03-20 20:30:00+00:00,0.004123106
2023-03-20 20:40:00+00:00,0.004123106
2023-03-20 20:50:00+00:00,0.004123106
2023-03-20 21:00:00+00:00,0.004123106
2023-03-20 21:10:00+00:00,0.004123106
2023-03-20 21:20:00+00:00,0.004123106
2023-03-20 21:30:00+00:00,0.004123106
2023-03-20 21:40:00+00:00,0.004123106
2023-03-20 21:50:00+00:00,0.004123106
2023-03-20 22:00:00+00:00,0.004123106
2023-03-20 22:10:00+00:00,0.004123106
2023-03-20 22:20:00+00:00,0.004123106
2023-03-20 22:30:00+00:00,0.004123106
2023-03-20 22:40:00+00:00,0.004123106
2023-03-20 22:50:00+00:00,0.004123106
2023-03-20 23:00:00+00:00,0.004123106
2023-03-20 23:10:00+00:00,0.004123106
2023-03-20 23:20:00+00:00,0.004123106
2023-03-20 23:30:00+00:00,0.004123106
2023-03-20 23:40:00+00:00,0.004123106
2023-03-20 23:50:00+00:00,0.004123106
2023-03-21 00:00:00+00:00,0.004123106
2023-03-21 00:10:00+00:00,0.004123106
2023-03-21 00:20:00+00:00,0.004123106
2023-03-21 00:30:00+00:00,0.004123106
2023-03-21 00:40:00+00:00,0.004123106
2023-03-21 00:50:00+00:00,0.004123106
2023-03-21 01:00:00+00:00,0.004123106
2023-03-21 01:10:00+00:00,0.004123106
2023-03-21 01:20:00+00:00,0.004123106
2023-03-21 01:30:00+00:00,0.004123106
2023-03-21 01:40:00+00:00,0.004123106
2023-03-21 01:50:00+00:00,0.004123106
2023-03-21 02:00:00+00:00,0.004123106
2023-03-21 02:10:00+00:00,0.004123106
2023-03-21 02:20:00+00:00,0.004123106
2023-03-21 02:30:00+00:00,0.004123106
2023-03-21 02:40:00+00:00,0.004123106
2023-03-21 02:50:00+00:00,0.004123106
2023-03-21 03:00:00+00:00,0.004123106
2023-03-21 03:10:00+00:00,0.004123106
2023-03-21 03:20:00+00:00,0.004123106
2023-03-21 03:30:00+00:00,0.004123106
2023-03-21 03:40:00+00:00,0.004123106
2023-03-21 03:50:00+00:00,0.004123106
2023-03-21 04:00:00+00:00,0.004123106
2023-03-21 04:10:00+00:00,0.004123106
2023-03-21 04:20:00+00:00,0.004123106
2023-03-21 04:30:00+00:00,0.004123106
2023-03-21 04:40:00+00:00,0.004123106
2023-03-21 04:50:00+00:00,0.004123106
2023-03-21 05:00:00+00:00,0.004123106
2023-03-21 05:10:00+00:00,0.004123106
2023-03-21 05:20:00+00:00,0.004123106
2023-03-21 05:30:00+00:00,0.004123106
2023-03-21 05:40:00+00:00,0.381891346
2023-03-21 05:50:00+00:00,0.448800067
2023-03-21 06:00:00+00:00,0.479933589
2023-03-21 06:10:00+00:00,0.48194813
2023-03-21 06:20:00+00:00,0.442414964
2023-03-21 06:30:00+00:00,0.4429509
2023-03-21 06:40:00+00:00,0.441511891
2023-03-21 06:50:00+00:00,0.438751068
2023-03-21 07:00:00+00:00,0.430752249
2023-03-21 07:10:00+00:00,0.434176519
2023-03-21 07:20:00+00:00,0.430992749
2023-03-21 07:30:00+00:00,0.429656549
2023-03-21 07:40:00+00:00,0.426531066
2023-03-21 07:50:00+00:00,0.417485928
2023-03-21 08:00:00+00:00,0.422413601
2023-03-21 08:10:00+00:00,0.420178533
2023-03-21 08:20:00+00:00,0.424445815
2023-03-21 08:30:00+00:00,0.419860989
2023-03-21 08:40:00+00:00,0.417065343
2023-03-21 08:50:00+00:00,0.42891491
2023-03-21 09:00:00+00:00,0.423165452
2023-03-21 09:10:00+00:00,0.417537423
2023-03-21 09:20:00+00:00,0.419745161
2023-03-21 09:30:00+00:00,0.419385562
2023-03-21 09:40:00+00:00,0.090865285
2023-03-21 09:50:00+00:00,0.084267431
2023-03-21 10:00:00+00:00,0.083410131
2023-03-21 10:10:00+00:00,0.080504658
2023-03-21 10:20:00+00:00,0.082918635
2023-03-21 10:30:00+00:00,0.083339666
2023-03-21 10:40:00+00:00,0.085076436
2023-03-21 10:50:00+00:00,0.078931933
2023-03-21 11:00:00+00:00,0.082749622
2023-03-21 11:10:00+00:00,0.085094066
2023-03-21 11:20:00+00:00,0.08605812
2023-03-21 11:30:00+00:00,0.082674059
2023-03-21 11:40:00+00:00,0.084225887
2023-03-21 11:50:00+00:00,0.091428934
2023-03-21 12:00:00+00:00,0.078076885
2023-03-21 12:10:00+00:00,0.086445069
2023-03-21 12:20:00+00:00,0.082235941
2023-03-21 12:30:00+00:00,0.082106638
2023-03-21 12:40:00+00:00,0.083015059
2023-03-21 12:50:00+00:00,0.08354789
2023-03-21 13:00:00+00:00,0.086256884
2023-03-21 13:10:00+00:00,0.083698865
2023-03-21 13:20:00+00:00,0.078372508
2023-03-21 13:30:00+00:00,0.079862382
2023-03-21 13:40:00+00:00,0.087286883
2023-03-21 13:50:00+00:00,0.082674059
2023-03-21 14:00:00+00:00,0.082507575
2023-03-21 14:10:00+00:00,0.081665476
2023-03-21 14:20:00+00:00,0.081813813
2023-03-21 14:30:00+00:00,0.07966963
2023-03-21 14:40:00+00:00,0.43200868
2023-03-21 14:50:00+00:00,0.440417132
2023-03-21 15:00:00+00:00,0.428823099
2023-03-21 15:10:00+00:00,0.404811685
2023-03-21 15:20:00+00:00,0.411101873
2023-03-21 15:30:00+00:00,0.4076328
2023-03-21 15:40:00+00:00,0.416015625
2023-03-21 15:50:00+00:00,0.417470358
2023-03-21 16:00:00+00:00,0.410892626
2023-03-21 16:10:00+00:00,0.407863028
2023-03-21 16:20:00+00:00,0.406062187
2023-03-21 16:30:00+00:00,0.408948041
2023-03-21 16:40:00+00:00,0.410106389
2023-03-21 16:50:00+00:00,0.415538807
2023-03-21 17:00:00+00:00,0.409989634
2023-03-21 17:10:00+00:00,0.406100973
2023-03-21 17:20:00+00:00,0.40338846
2023-03-21 17:30:00+00:00,0.404348241
2023-03-21 17:40:00+00:00,0.399307213
2023-03-21 17:50:00+00:00,0.400643233
2023-03-21 18:00:00+00:00,0.404340203
2023-03-21 18:10:00+00:00,0.406890649
2023-03-21 18:20:00+00:00,0.410545369
2023-03-21 18:30:00+00:00,0.409222128
2023-03-21 18:40:00+00:00,0.004123106
2023-03-21 18:50:00+00:00,0.004123106
2023-03-21 19:00:00+00:00,0.004123106
2023-03-21 19:10:00+00:00,0.004123106
2023-03-21 19:20:00+00:00,0.004123106
2023-03-21 19:30:00+00:00,0.004123106
2023-03-21 19:40:00+00:00,0.004123106
2023-03-21 19:50:00+00:00,0.004123106
2023-03-21 20:00:00+00:00,0.004123106
2023-03-21 20:10:00+00:00,0.004123106
2023-03-21 20:20:00+00:00,0.004123106
2023-03-21 20:30:00+00:00,0.004123106
2023-03-21 20:40:00+00:00,0.004123106
2023-03-21 20:50:00+00:00,0.004123106
2023-03-21 21:00:00+00:00,0.004123106
2023-03-21 21:10:00+00:00,0.004123106
2023-03-21 21:20:00+00:00,0.004123106
2023-03-21 21:30:00+00:00,0.004123106
2023-03-21 21:40:00+00:00,0.004123106
2023-03-21 21:50:00+00:00,0.004123106
2023-03-21 22:00:00+00:00,0.004123106
2023-03-21 22:10:00+00:00,0.004123106
2023-03-21 22:20:00+00:00,0.004123106
2023-03-21 22:30:00+00:00,0.004123106
2023-03-21 22:40:00+00:00,0.004123106
2023-03-21 22:50:00+00:00,0.004123106
2023-03-21 23:00:00+00:00,0.004123106
2023-03-21 23:10:00+00:00,0.004123106
2023-03-21 23:20:00+00:00,0.004123106
2023-03-21 23:30:00+00:00,0.004123106
2023-03-21 23:40:00+00:00,0.004123106
2023-03-21 23:50:00+00:00,0.004123106
2023-03-22 00:00:00+00:00,0.004123106
2023-03-22 00:10:00+00:00,0.004123106
2023-03-22 00:20:00+00:00,0.004123106
2023-03-22 00:30:00+00:00,0.004123106
2023-03-22 00:40:00+00:00,0.004123106
2023-03-22 00:50:00+00:00,0.004123106
2023-03-22 01:00:00+00:00,0.004123106
2023-03-22 01:10:00+00:00,0.004123106
2023-03-22 01:20:00+00:00,0.004123106
2023-03-22 01:30:00+00:00,0.004123106
2023-03-22 01:40:00+00:00,0.004123106
2023-03-22 01:50:00+00:00,0.004123106
2023-03-22 02:00:00+00:00,0.004123106
2023-03-22 02:10:00+00:00,0.004123106
2023-03-22 02:20:00+00:00,0.004123106
2023-03-22 02:30:00+00:00,0.004123106
2023-03-22 02:40:00+00:00,0.004123106
2023-03-22 02:50:00+00:00,0.004123106
2023-03-22 03:00:00+00:00,0.004123106
2023-03-22 03:10:00+00:00,0.004123106
2023-03-22 03:20:00+00:00,0.004123106
2023-03-22 03:30:00+00:00,0.004123106
2023-03-22 03:40:00+00:00,0.004123106
2023-03-22 03:50:00+00:00,0.004123106
2023-03-22 04:00:00+00:00,0.004123106
2023-03-22 04:10:00+00:00,0.004123106
2023-03-22 04:20:00+00:00,0.004123106
2023-03-22 04:30:00+00:00,0.004123106
2023-03-22 04:40:00+00:00,0.004123106
2023-03-22 04:50:00+00:00,0.004123106
2023-03-22 05:00:00+00:00,0.004123106
2023-03-22 05:10:00+00:00,0.004123106
2023-03-22 05:20:00+00:00,0.004123106
2023-03-22 05:30:00+00:00,0.004123106
2023-03-22 05:40:00+00:00,0.343116598
2023-03-22 05:50:00+00:00,0.438999431
2023-03-22 06:00:00+00:00,0.471914717
2023-03-22 06:10:00+00:00,0.471678386
2023-03-22 06:20:00+00:00,0.428918699
2023-03-22 06:30:00+00:00,0.430136606
2023-03-22 06:40:00+00:00,0.432309496
2023-03-22 06:50:00+00:00,0.427048299
2023-03-22 07:00:00+00:00,0.425202599
2023-03-22 07:10:00+00:00,0.425266093
2023-03-22 07:20:00+00:00,0.427122348
2023-03-22 07:30:00+00:00,0.428190962
2023-03-22 07:40:00+00:00,0.426887866
2023-03-22 07:50:00+00:00,0.423026299
2023-03-22 08:00:00+00:00,0.424125866
2023-03-22 08:10:00+00:00,0.425637463
2023-03-22 08:20:00+00:00,0.423795057
2023-03-22 08:30:00+00:00,0.420614134
2023-03-22 08:40:00+00:00,0.415415756
2023-03-22 08:50:00+00:00,0.417019484
2023-03-22 09:00:00+00:00,0.412185031
2023-03-22 09:10:00+00:00,0.407885401
2023-03-22 09:20:00+00:00,0.406245308
2023-03-22 09:30:00+00:00,0.408222978
2023-03-22 09:40:00+00:00,0.089520947
2023-03-22 09:50:00+00:00,0.075168145
2023-03-22 10:00:00+00:00,0.080388121
2023-03-22 10:10:00+00:00,0.085138123
2023-03-22 10:20:00+00:00,0.080693866
2023-03-22 10:30:00+00:00,0.084557673
2023-03-22 10:40:00+00:00,0.078641592
2023-03-22 10:50:00+00:00,0.08624384
2023-03-22 11:00:00+00:00,0.080265185
2023-03-22 11:10:00+00:00,0.085539465
2023-03-22 11:20:00+00:00,0.079208585
2023-03-22 11:30:00+00:00,0.087076116
2023-03-22 11:40:00+00:00,0.080976849
2023-03-22 11:50:00+00:00,0.086544786
2023-03-22 12:00:00+00:00,0.080515526
2023-03-22 12:10:00+00:00,0.08287943
2023-03-22 12:20:00+00:00,0.0781169
2023-03-22 12:30:00+00:00,0.084075859
2023-03-22 12:40:00+00:00,0.083057209
